Name,Latitude,Longitude,State,Country,Operational Status
Joe Foss Field,43.5732338069,-96.7415313205,South Dakota,United States,Active
Des Moines IAP,41.5443605816,-93.6660689484,Iowa,United States,Active
EWVRA Shepherd Field,39.406011562,-77.9845939323,West Virginia,United States,Active
NG Camp Hartell,41.9420819916,-72.665875741,Connecticut,United States,Active
NG Martindale - AASF,29.4318157845,-98.3795077904,Texas,United States,Active
NG Marseilles (MTA Tng Area),41.286945521,-88.6795863034,Illinois,United States,Active
NG Hollis Plains Training Site,43.6687895015,-70.6637499429,Maine,United States,Active
NG Thunderbird Youth Academy,36.2956939177,-95.2921270779,Oklahoma,United States,Active
NG Fort McClellan ARNG Tng Center,33.7333873334,-85.7878345164,Alabama,United States,Active
NG CTA Camp Mccain,33.7108821376,-89.6859335176,Mississippi,United States,Active
NG Camp Smith Tng Site,41.3118240947,-73.9509046086,New York,United States,Active
Harmon,13.5219204866,144.81563688,Guam,Guam,Active
NAVBASE Point Loma,32.6962020716,-117.245822433,California,United States,Active
NSA Andersen,13.5991888519,144.895032191,Guam,Guam,Active
Dania Beach (Lauderdale),26.0918029314,-80.1100114622,Florida,United States,Active
Anniston Army Depot,33.6531336371,-85.9692368218,Alabama,United States,Active
Fort Carson,38.5587412041,-104.826768506,Colorado,United States,Active
Radford AAP,37.1870774617,-80.5424873564,Virginia,United States,Active
Choc Mt Air Gnry Rng,33.3119495462,-115.309239233,California,United States,Active
Pearl City Annex,21.3835443747,-157.971379541,Hawaii,United States,Active
Yorktown Fuel Depot,37.2159079687,-76.4860419602,Virginia,United States,Active
Waterfront,40.422044168,-74.0704353876,New Jersey,United States,Active
Seymour Johnson AFB,35.3479024962,-77.962577717,North Carolina,United States,Active
Westover ARB,42.1990993962,-72.5364984149,Massachusetts,United States,Active
Eareckson AS,52.721036906,174.107140074,Alaska,United States,Active
Cheyenne Regional Airport,41.1620252547,-104.821289643,Wyoming,United States,Active
Fort Smith Map,35.3414611154,-94.3704265035,Arkansas,United States,Active
Memphis IAP,35.025497959,-89.966549951,Tennessee,United States,Active
Springfield Beckley,39.8490796654,-83.8354791953,Ohio,United States,Active
Birmingham Airport,33.5710203144,-86.7541411026,Alabama,United States,Active
NG Camp Navajo,35.1948003007,-111.850594633,Arizona,United States,Active
NG HMO3 (Snake Creek TS),25.9624299881,-80.3047964814,Florida,United States,Active
NG CTC Fort Custer Trng Center,42.2994261787,-85.3177166165,Michigan,United States,Active
NG West Camp,44.0731899378,-103.30683687,South Dakota,United States,Active
Naval Hospital,13.4739477757,144.740245884,Guam,Guam,Active
Brooks AFB,29.3427718639,-98.4396992143,Texas,United States,Active
Dover AFB,39.1265401339,-75.465256235,Delaware,United States,Active
Fort Gordon,33.3566628083,-82.2372795186,Georgia,United States,Active
Camp Mackall,35.0301022844,-79.4816241675,North Carolina,United States,Active
Indiana Army Ammunition Plant,38.452267261,-85.6060059365,Indiana,United States,Inactive
MCAS Beaufort,32.484834871,-80.7071873496,South Carolina,United States,Active
NAVSUPPACT Norfolk NSY,36.816475644,-76.2994222614,Virginia,United States,Active
Lafayette Rvr Complex,36.9022639632,-76.3023442266,Virginia,United States,Active
Bangor WA,47.7233921483,-122.714839767,Washington,United States,Active
Eglin Air Force Auxiliary Field 3 Duke Fld,30.6490705509,-86.5276912145,Florida,United States,Active
Wright-Patt AFB,39.8174211612,-84.0507057402,Ohio,United States,Active
Lackland AFB,29.38670604,-98.6180831793,Texas,United States,Active
NG Sparta Armory,38.160004736,-89.7239409546,Illinois,United States,Active
NG MTA Camp Crowder Neosho,36.7939679589,-94.3642921962,Missouri,United States,Active
NG Hollidaysburg Readiness Center,40.4394550384,-78.4147910881,Pennsylvania,United States,Active
NG Camp Beauregard,31.3776577083,-92.3866852494,Louisiana,United States,Active
NG Helena Aviation RC- AASF- C12,46.608471557,-111.971041404,Montana,United States,Active
NG Lansing Joint Forces Readiness Center,42.7681480625,-84.5713082578,Michigan,United States,Active
NG Camp Perry Joint Training Center,41.54343955,-83.0221332784,Ohio,United States,Active
NG Oklahoma Military Department,35.5035184926,-97.4701679958,Oklahoma,United States,Active
NG Salina KS Training Center,38.785720474,-97.6388622613,Kansas,United States,Active
NAVOBSSTA Flagstaff AZ,35.1875402981,-111.741594825,Arizona,United States,Active
Target B-16,39.3394330115,-118.880780116,Nevada,United States,Active
Barin Field,30.3910783123,-87.6313191791,Alabama,United States,Active
Old Town Site 1,32.7486743431,-117.197008871,California,United States,Active
Broadway Complex,32.7136561362,-117.172024897,California,United States,Active
Mission Gorge Rec Area,32.8048190699,-117.093958022,California,United States,Active
McGuire,40.0256494173,-74.5801329664,New Jersey,United States,Active
Northside Mid-South,35.3427908944,-89.8597481799,Tennessee,United States,Active
NSWC Carderock Div,35.0872036174,-90.1390498645,Tennessee,United States,Active
Fort Jackson,34.0398329341,-80.8279912711,South Carolina,United States,Active
Fort Polk,31.1583587094,-93.1211074078,Louisiana,United States,Active
Hunt Stagefield AL,31.3801590885,-85.5801110187,Alabama,United States,Active
Fort De Russy,21.2818165031,-157.833889161,Hawaii,United States,Active
Fort Detrick Forest Glen Annex,39.0062532255,-77.0549719287,Maryland,United States,Active
SDA Area,36.9200366625,-76.3166237521,Virginia,United States,Active
Redington Township,44.9888095805,-70.4506315715,Maine,United States,Active
Bratenahl,41.5424613695,-81.6261664945,Ohio,United States,Active
Avon Park AF Range,27.646918201,-81.2767274884,Florida,United States,Active
Langley AFB,37.0855727581,-76.3643682001,Virginia,United States,Active
Charleston AFB,32.8994019151,-80.0503551711,South Carolina,United States,Active
McEntire Joint National Guard Base,33.9228868864,-80.8006861299,South Carolina,United States,Active
Schenectady ANG MAP,42.8521798908,-73.9228087372,New York,United States,Active
Tulsa IAP,36.21702376,-95.8747750984,Oklahoma,United States,Active
Hulman Fld,39.4539927154,-87.294448703,Indiana,United States,Active
McConnell AFB,37.6251905946,-97.2602816317,Kansas,United States,Active
NG Grayling Airfield,44.6816424356,-84.7276786991,Michigan,United States,Active
NG Camp Ripley,46.2108188793,-94.4252675838,Minnesota,United States,Active
NG Knightstown,39.7713454952,-85.5168694395,Indiana,United States,Active
NG Camp Atterbury,39.2975804442,-86.0464169812,Indiana,United States,Active
NG Rio Rancho TS,35.3734788352,-106.652026372,New Mexico,United States,Active
NG Sea Girt NJ NGTC,40.1238242063,-74.0373077638,New Jersey,United States,Active
NG Floyd Edsall Training Center,36.2909200901,-115.041255853,Nevada,United States,Active
NG MTA Camp Santiago,18.0287728142,-66.283607501,Puerto Rico,Puerto Rico,Active
NG TS Keaukaha Mil Res,19.7065531733,-155.038477564,Hawaii,United States,Active
NAS Fort Worth JRB TX,32.7688101038,-97.4336577395,Texas,United States,Active
NOLF Santa Rosa,30.6093001746,-86.9388110937,Florida,United States,Active
Agana,13.473014243,144.764869419,Guam,Guam,Active
Barrigada - NAVBASE Guam,13.4768144414,144.828805596,Guam,Guam,Active
NAVBASE Ventura Cty Point Mugu CA,34.1123267884,-119.110013772,California,United States,Active
NAVSUPPFAC Beaufort SC,32.3890480095,-80.681975435,South Carolina,United States,Active
Chesapeake Bay Detach,38.6584730674,-76.5320162332,Maryland,United States,Active
NAVPMOSSP Mtn View,37.4129145643,-122.028398714,California,United States,Active
Robins AFB,32.6175524438,-83.5815847711,Georgia,United States,Active
Parks Reserve Forces Tng Area,37.7301830972,-121.896604083,California,United States,Active
Highbluff Stagefield AL,31.1507181645,-85.7365895283,Alabama,United States,Active
Kahuku Tng Area,21.6554725925,-157.991699974,Hawaii,United States,Active
Kilauea Mil Reserve,19.4339227624,-155.274146853,Hawaii,United States,Active
W Silver Spring Complex,43.122804331,-87.9772820103,Wisconsin,United States,Active
Defense Distrib Depot Susq,40.2081935416,-76.8392842405,Pennsylvania,United States,Active
Fort Detrick,39.4393426467,-77.4329802888,Maryland,United States,Active
Devens Reserve Forces Tng Area,42.4983892077,-71.6564168902,Massachusetts,United States,Active
Fort Benjamin Harrison,39.8591031687,-86.023591834,Indiana,United States,Inactive
MCAS Miramar,32.8768862606,-117.085904098,California,United States,Active
Gould Island RI,41.537007483,-71.3449081892,Rhode Island,United States,Active
Saufley Field,30.4703563325,-87.341464807,Florida,United States,Active
Dyess AFB,32.4228638826,-99.8391523672,Texas,United States,Active
Vance AFB,36.337985538,-97.9145208117,Oklahoma,United States,Active
Sioux Gateway Airport (ANG),42.3949424324,-96.3728939608,Iowa,United States,Active
General Wayne A Downing Peoria IAP,40.6623266748,-89.7047451161,Illinois,United States,Active
NG Camp Fogarty Tng Site,41.6154323015,-71.4990309697,Rhode Island,United States,Active
NG Bergstrom - (Abia),30.1763045639,-97.6720949612,Texas,United States,Active
NG Biak Training Center COUTES,44.2000240894,-121.116641902,Oregon,United States,Active
NG Nashville,36.0990427201,-86.7588114945,Tennessee,United States,Active
NG Papago Military Reservation,33.4680085999,-111.961734255,Arizona,United States,Active
NG Indianapolis 38 ID,39.7443784632,-86.2281648634,Indiana,United States,Active
NG CTC Camp Dawson-Kingwood,39.4053782409,-79.6650809272,West Virginia,United States,Active
NOLF Brewton,31.0485248017,-87.0645146284,Alabama,United States,Active
Amphib Base Coronado West,32.6713189664,-117.167654101,California,United States,Active
Balboa Hospital,32.7262714976,-117.145036279,California,United States,Active
NAVWPNSTA Seal Beach,33.7504659919,-118.064188826,California,United States,Active
Norco,33.9237676683,-117.569462918,California,United States,Active
Randsburg Wash Area,35.5147864004,-117.141406945,California,United States,Active
Verona Defense Fuel Support Point,43.1269235478,-75.5912449791,New York,United States,Active
F E Warren AFB,41.1707420451,-104.860338183,Wyoming,United States,Active
NARL Barrow Camp Tr1,71.3217290437,-156.647955307,Alaska,United States,Active
Sioux Gateway Airport (ANG),42.3887282099,-96.3753394484,Iowa,United States,Active
Sierra Army Depot,40.209029472,-120.129103152,California,United States,Active
Blue Grass Army Depot,37.6989542636,-84.2174546163,Kentucky,United States,Active
Fort Bragg,35.1362367404,-79.143965339,North Carolina,United States,Active
Seward Recreation Area,60.1333143544,-149.433125482,Alaska,United States,Active
Badger AAP,43.3515729211,-89.7323852075,Wisconsin,United States,Inactive
Fort Gillem,33.6187655232,-84.3426139288,Georgia,United States,Inactive
Fallbrook California,33.3588858097,-117.283210767,California,United States,Active
NAVSUBASE New London CT,41.3995458505,-72.0861454073,Connecticut,United States,Active
"NAVBASE Guam, Naval Magazine",13.3879035827,144.685202104,Guam,Guam,Active
CNI NAVMAG Indian Island,48.0532351447,-122.726218709,Washington,United States,Active
Arbuckle Airfield,27.6521821531,-81.3476629744,Florida,United States,Active
Dare County Range,35.7144803327,-75.8785604539,North Carolina,United States,Active
Melrose Air Force Range,34.2860722856,-103.77946735,New Mexico,United States,Active
Reno Tahoe IAP,39.5001625435,-119.775127354,Nevada,United States,Active
Rosecrans MAP (139AG),39.766575372,-94.9019988102,Missouri,United States,Active
Medical Center Annex,29.4600614664,-98.4165527202,Texas,United States,Active
NG Bismarck RJB Complex,46.8295477141,-100.719944017,North Dakota,United States,Active
NG Esler Field,31.3977339391,-92.2972827063,Louisiana,United States,Active
NG RW Shepherd Hope Hull,32.2871055099,-86.3951588099,Alabama,United States,Active
NG SMD,32.4058257333,-86.2593591085,Alabama,United States,Active
NG MTA Camp Curtis Guil,42.5446993001,-71.0726606178,Massachusetts,United States,Active
NG AASF02 Birmingham,33.571050216,-86.7501493506,Alabama,United States,Active
NG Training Site,43.2778096245,-71.1222205603,New Hampshire,United States,Active
NG Las Cruces,32.276155346,-106.935192899,New Mexico,United States,Active
NG Lincoln AASF/Readiness Center,40.8373288455,-96.7549863317,Nebraska,United States,Active
NG Lexington AASF No 1,35.0265158472,-97.2305536823,Oklahoma,United States,Active
CNIC PMRF Barking Sands HI,22.0626375204,-159.794099033,Hawaii,United States,Active
Ford Island,21.3635799432,-157.960293901,Hawaii,United States,Active
NOLF Holley,30.4250122837,-86.8928585763,Florida,United States,Active
Naval Air Station Patuxent River,38.2810281573,-76.4210830732,Maryland,United States,Active
NSF Indian Head,38.5844840562,-77.1833880777,Maryland,United States,Active
Tooele Army Depot South,40.2968248498,-112.342992649,Utah,United States,Active
Joliet AAP Elwood,41.3575622757,-88.0658655188,Illinois,United States,Inactive
Lake Of The Ozarks Recreation,38.0893373204,-92.6050226881,Missouri,United States,Active
Fort Shafter,21.3459798367,-157.883423329,Hawaii,United States,Active
OLF Atlantic,34.8948517394,-76.3494185567,North Carolina,United States,Active
MCB Camp Pendleton,33.3617631238,-117.423573571,California,United States,Active
Sea Plane Base,48.2942162716,-122.600904083,Washington,United States,Active
Kegelman Air Force Auxiliary Field,36.7367977571,-98.1206530872,Oklahoma,United States,Active
Pittsburgh IAP (ANG),40.4853906277,-80.2128717533,Pennsylvania,United States,Active
Smoky Hill ANG Range,38.698673015,-97.8316970673,Kansas,United States,Active
Seguin Auxiliary Field,29.5647013744,-97.9056493003,Texas,United States,Active
NG Orchard Combat Training Center,43.2274955645,-116.138977329,Idaho,United States,Active
NG Raleigh,35.8091728617,-78.7120731248,North Carolina,United States,Active
NG TS Ike Skelton Jefferson City,38.5515266427,-92.0684326746,Missouri,United States,Active
NG Grand Island AASF/RC,40.9618173985,-98.2987920709,Nebraska,United States,Active
NG Lawrenceville,40.2697852903,-74.7446975393,New Jersey,United States,Active
Silver Strand South,32.5969675488,-117.128170944,California,United States,Active
Wahiawa,21.5204386438,-158.005639333,Hawaii,United States,Active
Dandan,13.3106836826,144.736799463,Guam,Guam,Active
SPAWARS South,32.6677774858,-117.240517357,California,United States,Active
Rome Laboratory,43.2214961419,-75.4097019981,New York,United States,Active
Aberdeen Proving Ground,39.3897332632,-76.2184808653,Maryland,United States,Active
Letterkenny Army Depot,40.0203299941,-77.7018175626,Pennsylvania,United States,Active
Pinon Canyon,37.4975893419,-103.918064485,Colorado,United States,Active
Skelly Stagefield AL,31.2857344505,-86.12984115,Alabama,United States,Active
Tripler Army Medical Center,21.3619820362,-157.889639813,Hawaii,United States,Active
Oak Grove,35.0231361057,-77.2587195143,North Carolina,United States,Active
JNTEXPBASE Little Creek FS VA,36.9168246358,-76.161868495,Virginia,United States,Active
NAVMEDCEN Portsmouth VA,36.8459831027,-76.3077533755,Virginia,United States,Active
NAVSUPPACT Bethesda MD,39.0019657147,-77.090338965,Maryland,United States,Active
Kirtland,34.9977382052,-106.481957879,New Mexico,United States,Active
Travis Annex  2,38.3255053712,-121.923584762,California,United States,Active
Luis Munoz Marin IAP,18.4435232394,-65.9923537212,Puerto Rico,Puerto Rico,Active
Camp Bullis Training Annex,29.6910786143,-98.561663659,Texas,United States,Active
NG Duluth NG Armory,46.8337009674,-92.1588343868,Minnesota,United States,Active
NG General Lucius D Clay National Guard Center,33.9136159677,-84.5290173714,Georgia,United States,Active
NG Camp Sherman Joint Training Center,39.3556342155,-82.9509547956,Ohio,United States,Active
NG McNary Field Salem AASF,44.9117374881,-122.99982156,Oregon,United States,Active
NG Jackson County AFRC,38.893477547,-81.829845717,West Virginia,United States,Active
NG Havre De Grace Military Res,39.53266265,-76.1041166001,Maryland,United States,Active
Target B-19,39.1711271565,-118.636032149,Nevada,United States,Active
Port Hueneme,34.1629044874,-119.208411478,California,United States,Active
NAS Jacksonville FL,30.2190944719,-81.6862419066,Florida,United States,Active
Dixie Target Range,28.0974161603,-98.7283712572,Texas,United States,Active
Cape Canaveral Air Force Station,28.4788213467,-80.5711268805,Florida,United States,Active
Solomons Island MD,38.3364781719,-76.4713794751,Maryland,United States,Active
Pine Bluff Arsenal,34.3261504449,-92.0867021569,Arkansas,United States,Active
Holston AAP,36.5255506694,-82.6442165413,Tennessee,United States,Active
Yakima Training Center,46.744530905,-120.165725249,Washington,United States,Active
Shell Basefield AL,31.3626015042,-85.8489813304,Alabama,United States,Active
Fort George G Meade,39.1046170939,-76.7454436487,Maryland,United States,Active
Scranton AAP,41.404179439,-75.6659088025,Pennsylvania,United States,Active
Watervliet Arsenal,42.7198249748,-73.7081190476,New York,United States,Active
MCLB Albany,31.5508944243,-84.0558826773,Georgia,United States,Active
MCAS Cherry Point,34.9120752465,-76.8854246963,North Carolina,United States,Active
Former NTC,32.7293500339,-117.220992794,California,United States,Active
NSA Saratoga Springs NY,43.0790804004,-73.8207400706,New York,United States,Active
Pentagon Building Site,38.8719172793,-77.0547227251,Virginia,United States,Active
Elmendorf AFB,61.2697994083,-149.811188858,Alaska,United States,Active
Fresno Yosemite International ANG,36.766535122,-119.71000318,California,United States,Active
St Louis Air Force Station,38.5912194524,-90.2083428154,Missouri,United States,Active
NG Rickenbacker (MTA),39.80503102,-82.9514625254,Ohio,United States,Active
NG Camp Withycombe Clackamas,45.412447609,-122.557961254,Oregon,United States,Active
NG TS AFRC Los Alamitos,33.7912112939,-118.052226791,California,United States,Active
NG MTA Limestone Hills,46.2740762237,-111.579816882,Montana,United States,Active
NG MTC-H Camp Grayling,44.6874716798,-84.7298829884,Michigan,United States,Active
NG Kansas,39.0201681146,-95.6832394397,Kansas,United States,Active
Waipahu,21.3620293704,-157.988002333,Hawaii,United States,Active
Dredgers Key-Sigsbee,24.5785674303,-81.7735965378,Florida,United States,Active
NAVBASE San Diego CA,32.6757646692,-117.122748674,California,United States,Active
Finegayan,13.5836144059,144.844294742,Guam,Guam,Active
Bridgeport,38.3744532716,-119.542277539,California,United States,Active
Haarp Research Station,62.4083568593,-145.155004797,Alaska,United States,Active
Fort Myer,38.8787064404,-77.0789885906,Virginia,United States,Active
Stewart Annex,41.492587342,-74.0943357501,New York,United States,Active
Joliet USARC/JTA,41.4243572171,-88.1425840657,Illinois,United States,Active
Fort Stewart,31.9935650057,-81.6167723365,Georgia,United States,Active
OLF Bronson,30.3837530139,-87.4141104616,Florida,United States,Active
Woolmarket (De Soto),30.5417021232,-88.9718210942,Mississippi,United States,Active
Hanscom AFB,42.4583211521,-71.2772680295,Massachusetts,United States,Active
Tinker Aerospace Complex,35.3943672204,-97.3971588174,Oklahoma,United States,Active
USAF Academy Auxiliary Airfield,38.7602885783,-104.301342147,Colorado,United States,Active
Joint Base Charleston North Yard,32.8751277796,-79.9700778332,South Carolina,United States,Active
Charlotte/Douglas IAP,35.216336113,-80.9298620418,North Carolina,United States,Active
NG Springfield (TS Cp Lincoln),39.8233702226,-89.6708742707,Illinois,United States,Active
NG Camp Bowie - Musgrave (Fed),31.6129210957,-98.9077016689,Texas,United States,Active
NG Camp Maxey,33.7990840775,-95.5602893853,Texas,United States,Active
NG MTA-L Camp Williams,40.427366421,-112.018173908,Utah,United States,Active
NG AASF Byrd Field,37.4941399873,-77.3126601203,Virginia,United States,Active
NG Ft Ruger,21.2628048817,-157.804556826,Hawaii,United States,Active
Tanguisson Point,13.5415720981,144.808519807,Guam,Guam,Active
Dryside,32.6848793364,-117.119468049,California,United States,Active
National City,32.6720920869,-117.113270451,California,United States,Active
NAVSUPPACT Monterey CA,36.5973431503,-121.873405389,California,United States,Active
Pumpkin Neck,38.3019872977,-77.0421948817,Virginia,United States,Active
Los Angeles AFB,33.9189436972,-118.381099896,California,United States,Active
NAVSUPPACT Mechanicsburg PA,40.2274955202,-76.9864595933,Pennsylvania,United States,Active
King Salmon Airport,58.6913501355,-156.662974128,Alaska,United States,Active
Fort Leavenworth,39.3641697603,-94.9182512152,Kansas,United States,Active
England Authority,31.3346732622,-92.5403418877,Louisiana,United States,Active
Makua Mil Reserve,21.5302283589,-158.206472387,Hawaii,United States,Active
Blossom Point Research Facility,38.421819049,-77.0922516528,Maryland,United States,Active
MCRD San Diego,32.7401689479,-117.197685657,California,United States,Active
Barry Goldwater Range,32.4982754369,-114.083222822,Arizona,United States,Active
NNSY South Gate,36.8036988938,-76.295425493,Virginia,United States,Active
Fort Sheridan,42.2096141173,-87.8061179586,Illinois,United States,Active
Naval Station Great Lakes IL,42.3134486946,-87.837631497,Illinois,United States,Active
NAS Kingsville TX,27.4989619255,-97.8128477123,Texas,United States,Active
Davis Monthan AFB,32.1608016672,-110.848722373,Arizona,United States,Active
Fairchild AFB,47.6186626303,-117.648384327,Washington,United States,Active
North Air Force Auxiliary Field,33.6025364855,-81.0785389952,South Carolina,United States,Active
Altus AFB,34.6637724659,-99.2745536786,Oklahoma,United States,Active
Channel Islands ANG Station,34.1387961484,-119.111103634,California,United States,Active
Tucson IAP,32.131404054,-110.949250831,Arizona,United States,Active
Barnes Map (ANG),42.1693653615,-72.7179961808,Massachusetts,United States,Active
Kelly Field Annex,29.3803737409,-98.5860052814,Texas,United States,Active
NG Camp Minden Training Site,32.558920284,-93.3940534723,Louisiana,United States,Active
NG Camp Bowie (State),31.6398553673,-98.9354829808,Texas,United States,Active
NG Cumming,34.2243340362,-84.113051593,Georgia,United States,Active
NG WH Ford Regional Tng Ctr,37.2776632835,-87.2010420465,Kentucky,United States,Active
Target B-20,39.8842893913,-118.362806519,Nevada,United States,Active
Fleming Key Magazine,24.5789198946,-81.7967315291,Florida,United States,Active
Truman Annex,24.5465408051,-81.8046496008,Florida,United States,Active
NMIC Suitland,38.8488448496,-76.9366921526,Maryland,United States,Active
Camp Michael Monsoor,32.6737007771,-116.443716929,California,United States,Active
NAVPMOSSP Magna Utah,40.6783887021,-112.073304281,Utah,United States,Active
Tumon,13.5097297889,144.809944738,Guam,Guam,Active
Kalaeloa,21.3205176793,-158.057471732,Hawaii,United States,Active
Keyport NUWC,47.6974412235,-122.621247466,Washington,United States,Active
Pueblo Chemical Depot,38.3171489216,-104.33242089,Colorado,United States,Active
Yuma Proving Ground,33.1053210003,-114.213605815,Arizona,United States,Active
NTC and Fort Irwin,35.3743268559,-116.633388332,California,United States,Active
Hawthorne Army Depot,38.5411518559,-118.654781649,Nevada,United States,Active
Lake City AAP,39.0968504854,-94.2501544756,Missouri,United States,Active
Point of Marsh Target,35.0110394592,-76.4580795598,North Carolina,United States,Active
MCLB Barstow,34.8595418908,-116.94453311,California,United States,Active
NAS Oceana VA,36.8137764139,-76.0309744664,Virginia,United States,Active
Tenjo Vista,13.4330059068,144.687514491,Guam,Guam,Active
Offut AFB,41.1180005456,-95.9064350192,Nebraska,United States,Active
Cavalier Asn,48.7245309314,-97.9030701569,North Dakota,United States,Active
New Boston Air Station,42.937170491,-71.6412530372,New Hampshire,United States,Active
Portland IAP ANG,45.5783794843,-122.595521925,Oregon,United States,Active
Scott AFB,38.5414818076,-89.8537036559,Illinois,United States,Active
NG Camp Gruber,35.6982004144,-95.1672665598,Oklahoma,United States,Active
NG Mead TS/FMS 06/Utes 02,41.1935295586,-96.4384536797,Nebraska,United States,Active
NG Greenlief TS/UTES 01,40.5459251377,-98.2756208599,Nebraska,United States,Active
NG Silver Bell Army Heliport,32.5228718308,-111.333461822,Arizona,United States,Active
NG Camp Villere,30.3233531244,-89.8085256308,Louisiana,United States,Active
NG New Castle Readiness Center/FMS 9,40.9793982663,-80.3247870434,Pennsylvania,United States,Active
NG Saginaw,32.8550925586,-97.3503623315,Texas,United States,Active
NG Bremerton,47.552709639,-122.681322245,Washington,United States,Active
Target B-17,39.2058446774,-118.232177679,Nevada,United States,Active
Camp Morena,32.7116634719,-116.518554891,California,United States,Active
Upper Yard Annapolis,38.9886655979,-76.4943484486,Maryland,United States,Active
Yankee Target Range,28.2458871657,-98.724210101,Texas,United States,Active
Twin Cities AAP,45.0981520846,-93.1742357902,Minnesota,United States,Inactive
Grant Training Annex,47.2162520667,-119.310549756,Washington,United States,Active
West Point Military Reservation,41.3614873711,-74.0248942546,New York,United States,Active
US Army Adelphi Laboratory Center,39.0329014118,-76.9604679336,Maryland,United States,Active
Fort Detrick Glen Haven Annex,39.0334336403,-77.0417682376,Maryland,United States,Active
Fort Wainwright,64.5447194846,-147.708445641,Alaska,United States,Active
Savanna Depot Act,42.2279934146,-90.3368472542,Illinois,United States,Inactive
Cornhusker AAP,40.9388913146,-98.5167759592,Nebraska,United States,Inactive
MCB Camp Lejeune (West Site),34.621693842,-77.4992450772,North Carolina,United States,Active
MCB Hawaii (Kaneohe Bay),21.4453917613,-157.751594777,Hawaii,United States,Active
Dam Neck,36.7885299152,-75.9653974721,Virginia,United States,Active
ALF Fentress Chesapke,36.6942700107,-76.1329722649,Virginia,United States,Active
NSWC Carderock,38.9749001795,-77.192328114,Maryland,United States,Active
Barrigada - NSA Andersen,13.4563838661,144.812569881,Guam,Guam,Active
Manchester,47.5661084246,-122.545637948,Washington,United States,Active
Los Angeles Air Force Annex No4,33.858772816,-118.235754982,California,United States,Active
Ellsworth AFB,44.1579766168,-103.094346705,South Dakota,United States,Active
Boise Air Terminal,43.5568774906,-116.222478963,Idaho,United States,Active
Hancock Field,43.1027478687,-76.1033314086,New York,United States,Active
Montgomery Regional Airport ANGB,32.3048358496,-86.4015268137,Alabama,United States,Active
Sky Harbor IAP,33.4258330523,-112.011682902,Arizona,United States,Active
Dix,40.0037812107,-74.523842926,New Jersey,United States,Active
Capital Airport,39.8478937488,-89.6677190978,Illinois,United States,Active
NG Orchard Mates Boise,43.2971106582,-116.059842836,Idaho,United States,Active
NG Bend Cotef,44.0257924999,-121.128279438,Oregon,United States,Active
NG VTS Milan,35.885569159,-88.6648080701,Tennessee,United States,Active
NG Florence Military Reservation,33.0987644874,-111.356808928,Arizona,United States,Active
NG Cambridge Springs,41.7941540406,-80.0478951,Pennsylvania,United States,Active
NG Camp Williams Tomah MTA,43.928022567,-90.269506769,Wisconsin,United States,Active
ALF Waldron,27.634308153,-97.3138397664,Texas,United States,Active
NAS Key West FL,24.5749669839,-81.69039869,Florida,United States,Active
Holloman AFB,32.9177764497,-106.133624679,New Mexico,United States,Active
Bayview Idaho,47.9773954717,-116.561529071,Idaho,United States,Active
Pohakuloa Training Area,19.7144170574,-155.626600781,Hawaii,United States,Active
Military Ocean Tml Sunny Point,34.0182119696,-77.9732412004,North Carolina,United States,Active
Waianae Kai Military Reservation,21.4469197196,-158.191081477,Hawaii,United States,Active
Picatinny Arsenal,40.9543096396,-74.5446255065,New Jersey,United States,Active
Arlington Service Ctr,38.8677348506,-77.0793350205,Virginia,United States,Active
CBC Gulfport MS,30.3779481049,-89.1263993012,Mississippi,United States,Active
UTTR - North,41.0243231993,-113.216942448,Utah,United States,Active
March ARB,33.8888501058,-117.258472446,California,United States,Active
Newington Defense Fuel Support Point,43.1138099132,-70.814765745,New Hampshire,United States,Active
Gila Bend Air Force Auxiliary Field,32.890154532,-112.728184427,Arizona,United States,Active
Lakehurst,40.0272120222,-74.3752601945,New Jersey,United States,Active
Randolph AFB,29.5294863383,-98.2783394708,Texas,United States,Active
NG Macon Readiness Center,32.8613917382,-83.6056544923,Georgia,United States,Active
NG MTA Camp Butner,36.2015259374,-78.801333792,North Carolina,United States,Active
NG MTA Camp Rilea,46.1288264462,-123.944346596,Oregon,United States,Active
NG Frankfort Boone NG Center,38.1853052947,-84.9089928237,Kentucky,United States,Active
Makaha Ridge,22.1303466109,-159.725349007,Hawaii,United States,Active
NOLF Wolf,30.3446850234,-87.5407700889,Alabama,United States,Active
NAVSUPPACT Annapolis,38.9820668667,-76.4838558469,Maryland,United States,Active
Jonathan Dickinson Tracking Annex,26.9825205984,-80.1068614293,Florida,United States,Active
